date,username,product,sku,model,organization,repository,cost_center_name,quantity,applied_cost_per_quantity,gross_amount,discount_amount,net_amount,total_monthly_quota,aic_quantity,aic_gross_amount
2026-04-01T16:32:00Z,dennis.ritchie,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,web-frontend,Mobile,12.0,0.04,0.48,0.048,0.432,1000,0,0
2026-04-01T07:45:00Z,dennis.ritchie,Copilot,Copilot Premium Request,GPT-5 mini,acme-corp,docs-site,Engineering,0.0,0.04,0.0,0.0,0.0,1000,0,0
2026-04-01T17:46:00Z,dennis.ritchie,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,data-pipeline,Platform,27.0,0.04,1.08,0.216,0.864,1000,0,0
2026-04-01T16:20:00Z,dennis.ritchie,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,web-frontend,Platform,23.0,0.04,0.92,0.0,0.92,1000,0,0
2026-04-01T12:25:00Z,dennis.ritchie,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,infra-terraform,Data Science,23.0,0.04,0.92,0.092,0.828,1000,0,0
2026-04-01T17:47:00Z,dennis.ritchie,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,mobile-app,Platform,23.0,0.04,0.92,0.092,0.828,1000,0,0
2026-04-01T11:13:00Z,james.gosling,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,docs-site,Platform,2.0,0.04,0.08,0.0,0.08,1000,0,0
2026-04-01T15:30:00Z,james.gosling,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,mobile-app,Engineering,16.0,0.04,0.64,0.0,0.64,1000,0,0
2026-04-01T12:05:00Z,james.gosling,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,data-pipeline,Platform,23.0,0.04,0.92,0.184,0.736,1000,0,0
2026-04-01T07:02:00Z,james.gosling,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,data-pipeline,Mobile,8.0,0.04,0.32,0.0,0.32,1000,0,0
2026-04-01T14:26:00Z,james.gosling,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,data-pipeline,Mobile,26.0,0.04,1.04,0.0,1.04,1000,0,0
2026-04-01T17:44:00Z,james.gosling,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,platform-api,Engineering,9.0,0.04,0.36,0.0,0.36,1000,0,0
2026-04-01T19:44:00Z,james.gosling,Copilot,Copilot Premium Request,Claude Opus 4.1,acme-corp,billing-service,Engineering,90.0,0.04,3.6,0.0,3.6,1000,0,0
2026-04-01T14:08:00Z,james.gosling,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,billing-service,Platform,29.0,0.04,1.16,0.0,1.16,1000,0,0
2026-04-01T16:52:00Z,james.gosling,Copilot,Copilot Premium Request,Claude Haiku 3.5,acme-corp,docs-site,Mobile,9.9,0.04,0.396,0.0396,0.3564,1000,0,0
2026-04-01T11:48:00Z,john.carmack,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,data-pipeline,Platform,17.0,0.04,0.68,0.068,0.612,1000,0,0
2026-04-01T17:15:00Z,john.carmack,Copilot,Copilot Premium Request,Claude Opus 4.1,acme-corp,infra-terraform,Mobile,180.0,0.04,7.2,0.72,6.48,1000,0,0
2026-04-01T11:21:00Z,john.carmack,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,ml-models,Engineering,11.0,0.04,0.44,0.0,0.44,1000,0,0
2026-04-01T18:09:00Z,john.carmack,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,data-pipeline,Engineering,9.0,0.04,0.36,0.036,0.324,1000,0,0
2026-04-01T14:26:00Z,john.carmack,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,platform-api,Data Science,12.0,0.04,0.48,0.096,0.384,1000,0,0
2026-04-01T18:01:00Z,donald.knuth,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,docs-site,Mobile,26.0,0.04,1.04,0.208,0.832,1000,0,0
2026-04-01T19:24:00Z,donald.knuth,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,docs-site,Data Science,13.0,0.04,0.52,0.0,0.52,1000,0,0
2026-04-01T14:01:00Z,donald.knuth,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,docs-site,Platform,10.0,0.04,0.4,0.04,0.36,1000,0,0
2026-04-01T18:10:00Z,donald.knuth,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,billing-service,Data Science,27.0,0.04,1.08,0.108,0.972,1000,0,0
2026-04-01T13:37:00Z,donald.knuth,Copilot,Copilot Premium Request,Code Review,acme-corp,platform-api,Engineering,19.0,0.04,0.76,0.0,0.76,1000,0,0
2026-04-01T09:03:00Z,donald.knuth,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,infra-terraform,Mobile,6.0,0.04,0.24,0.024,0.216,1000,0,0
2026-04-01T12:48:00Z,donald.knuth,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,docs-site,Platform,16.0,0.04,0.64,0.0,0.64,1000,0,0
2026-04-01T11:53:00Z,donald.knuth,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,web-frontend,Mobile,28.0,0.04,1.12,0.112,1.008,1000,0,0
2026-04-01T12:14:00Z,donald.knuth,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,web-frontend,Engineering,19.0,0.04,0.76,0.0,0.76,1000,0,0
2026-04-01T16:09:00Z,barbara.liskov,Copilot,Copilot Premium Request,Claude Haiku 3.5,acme-corp,data-pipeline,Data Science,2.64,0.04,0.1056,0.0,0.1056,1000,0,0
2026-04-01T10:29:00Z,barbara.liskov,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,infra-terraform,Platform,5.0,0.04,0.2,0.04,0.16,1000,0,0
2026-04-01T19:52:00Z,barbara.liskov,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,mobile-app,Platform,21.0,0.04,0.84,0.0,0.84,1000,0,0
2026-04-02T20:43:00Z,tim.berners-lee,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,web-frontend,Engineering,26.0,0.04,1.04,0.0,1.04,1000,0,0
2026-04-02T08:32:00Z,tim.berners-lee,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,ml-models,Engineering,15.0,0.04,0.6,0.0,0.6,1000,0,0
2026-04-02T08:27:00Z,tim.berners-lee,Copilot,Copilot Premium Request,GPT-5 mini,acme-corp,ml-models,Mobile,0.0,0.04,0.0,0.0,0.0,1000,0,0
2026-04-02T18:33:00Z,tim.berners-lee,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,infra-terraform,Mobile,15.0,0.04,0.6,0.0,0.6,1000,0,0
2026-04-02T11:20:00Z,tim.berners-lee,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,data-pipeline,Engineering,28.0,0.04,1.12,0.224,0.896,1000,0,0
2026-04-02T19:29:00Z,tim.berners-lee,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,docs-site,Platform,16.0,0.04,0.64,0.0,0.64,1000,0,0
2026-04-02T14:13:00Z,ada.lovelace,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,ml-models,Platform,12.0,0.04,0.48,0.0,0.48,1000,0,0
2026-04-02T18:56:00Z,ada.lovelace,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,infra-terraform,Engineering,30.0,0.04,1.2,0.24,0.96,1000,0,0
2026-04-02T10:46:00Z,ada.lovelace,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,docs-site,Mobile,8.0,0.04,0.32,0.0,0.32,1000,0,0
2026-04-02T14:50:00Z,margaret.hamilton,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,platform-api,Engineering,22.0,0.04,0.88,0.088,0.792,1000,0,0
2026-04-02T11:42:00Z,margaret.hamilton,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,ml-models,Mobile,14.0,0.04,0.56,0.0,0.56,1000,0,0
2026-04-02T18:35:00Z,margaret.hamilton,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,ml-models,Platform,13.0,0.04,0.52,0.052,0.468,1000,0,0
2026-04-02T11:14:00Z,margaret.hamilton,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,web-frontend,Data Science,10.0,0.04,0.4,0.0,0.4,1000,0,0
2026-04-02T19:44:00Z,margaret.hamilton,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,mobile-app,Data Science,25.0,0.04,1.0,0.2,0.8,1000,0,0
2026-04-02T18:37:00Z,margaret.hamilton,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,infra-terraform,Engineering,17.0,0.04,0.68,0.0,0.68,1000,0,0
2026-04-02T11:00:00Z,brian.kernighan,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,mobile-app,Platform,13.0,0.04,0.52,0.0,0.52,1000,0,0
2026-04-02T11:44:00Z,brian.kernighan,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,mobile-app,Mobile,3.0,0.04,0.12,0.024,0.096,1000,0,0
2026-04-02T11:30:00Z,brian.kernighan,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,billing-service,Mobile,2.0,0.04,0.08,0.016,0.064,1000,0,0
2026-04-02T20:30:00Z,brian.kernighan,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,web-frontend,Engineering,3.0,0.04,0.12,0.0,0.12,1000,0,0
2026-04-02T17:43:00Z,brian.kernighan,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,platform-api,Data Science,4.0,0.04,0.16,0.032,0.128,1000,0,0
2026-04-02T08:15:00Z,brian.kernighan,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,web-frontend,Mobile,20.0,0.04,0.8,0.0,0.8,1000,0,0
2026-04-02T14:19:00Z,guido.van-rossum,Copilot,Copilot Premium Request,Claude Opus 4.1,acme-corp,docs-site,Platform,140.0,0.04,5.6,0.56,5.04,1000,0,0
2026-04-02T18:06:00Z,guido.van-rossum,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,data-pipeline,Data Science,3.0,0.04,0.12,0.024,0.096,1000,0,0
2026-04-02T10:11:00Z,guido.van-rossum,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,web-frontend,Data Science,4.0,0.04,0.16,0.0,0.16,1000,0,0
2026-04-02T14:18:00Z,guido.van-rossum,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,platform-api,Data Science,16.0,0.04,0.64,0.128,0.512,1000,0,0
2026-04-02T08:43:00Z,guido.van-rossum,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,data-pipeline,Platform,11.0,0.04,0.44,0.044,0.396,1000,0,0
2026-04-02T17:51:00Z,guido.van-rossum,Copilot,Copilot Premium Request,Claude Opus 4.1,acme-corp,data-pipeline,Mobile,220.0,0.04,8.8,1.76,7.04,1000,0,0
2026-04-02T11:52:00Z,dennis.ritchie,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,mobile-app,Engineering,22.0,0.04,0.88,0.0,0.88,1000,0,0
2026-04-02T16:47:00Z,dennis.ritchie,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,infra-terraform,Mobile,27.0,0.04,1.08,0.0,1.08,1000,0,0
2026-04-02T18:25:00Z,dennis.ritchie,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,infra-terraform,Mobile,24.0,0.04,0.96,0.0,0.96,1000,0,0
2026-04-02T13:47:00Z,dennis.ritchie,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,ml-models,Platform,21.0,0.04,0.84,0.0,0.84,1000,0,0
2026-04-02T16:01:00Z,bjarne.stroustrup,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,infra-terraform,Engineering,23.0,0.04,0.92,0.184,0.736,1000,0,0
2026-04-02T15:41:00Z,bjarne.stroustrup,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,billing-service,Platform,7.0,0.04,0.28,0.028,0.252,1000,0,0
2026-04-02T17:52:00Z,bjarne.stroustrup,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,billing-service,Engineering,20.0,0.04,0.8,0.08,0.72,1000,0,0
2026-04-02T17:06:00Z,linus.torvalds,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,mobile-app,Platform,12.0,0.04,0.48,0.0,0.48,1000,0,0
2026-04-02T17:25:00Z,linus.torvalds,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,platform-api,Mobile,17.0,0.04,0.68,0.0,0.68,1000,0,0
2026-04-02T08:49:00Z,linus.torvalds,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,docs-site,Engineering,10.0,0.04,0.4,0.0,0.4,1000,0,0
2026-04-02T13:03:00Z,linus.torvalds,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,data-pipeline,Platform,19.0,0.04,0.76,0.076,0.684,1000,0,0
2026-04-02T19:03:00Z,linus.torvalds,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,data-pipeline,Platform,17.0,0.04,0.68,0.068,0.612,1000,0,0
2026-04-02T18:31:00Z,linus.torvalds,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,web-frontend,Engineering,11.0,0.04,0.44,0.044,0.396,1000,0,0
2026-04-02T18:10:00Z,linus.torvalds,Copilot,Copilot Premium Request,Code Review,acme-corp,infra-terraform,Engineering,21.0,0.04,0.84,0.0,0.84,1000,0,0
2026-04-02T20:58:00Z,linus.torvalds,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,web-frontend,Mobile,4.0,0.04,0.16,0.0,0.16,1000,0,0
2026-04-02T14:59:00Z,linus.torvalds,Copilot,Copilot Premium Request,Claude Haiku 3.5,acme-corp,infra-terraform,Platform,7.26,0.04,0.2904,0.0,0.2904,1000,0,0
2026-04-02T10:29:00Z,linus.torvalds,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,mobile-app,Mobile,17.0,0.04,0.68,0.068,0.612,1000,0,0
2026-04-02T20:04:00Z,john.carmack,Copilot,Copilot Premium Request,Claude Haiku 3.5,acme-corp,infra-terraform,Mobile,5.94,0.04,0.2376,0.0,0.2376,1000,0,0
2026-04-02T11:52:00Z,john.carmack,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,platform-api,Platform,27.0,0.04,1.08,0.216,0.864,1000,0,0
2026-04-02T16:42:00Z,john.carmack,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,billing-service,Data Science,28.0,0.04,1.12,0.224,0.896,1000,0,0
2026-04-02T12:35:00Z,john.carmack,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,docs-site,Mobile,17.0,0.04,0.68,0.0,0.68,1000,0,0
2026-04-02T18:15:00Z,john.carmack,Copilot,Copilot Premium Request,Claude Haiku 3.5,acme-corp,docs-site,Data Science,9.57,0.04,0.3828,0.0,0.3828,1000,0,0
2026-04-02T12:47:00Z,john.carmack,Copilot,Copilot Premium Request,GPT-5 mini,acme-corp,billing-service,Mobile,0.0,0.04,0.0,0.0,0.0,1000,0,0
2026-04-03T20:41:00Z,guido.van-rossum,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,mobile-app,Engineering,6.0,0.04,0.24,0.024,0.216,1000,0,0
2026-04-03T16:44:00Z,guido.van-rossum,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,docs-site,Engineering,10.0,0.04,0.4,0.0,0.4,1000,0,0
2026-04-03T13:20:00Z,guido.van-rossum,Copilot,Copilot Premium Request,GPT-5 mini,acme-corp,billing-service,Engineering,0.0,0.04,0.0,0.0,0.0,1000,0,0
2026-04-03T10:47:00Z,guido.van-rossum,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,web-frontend,Mobile,9.0,0.04,0.36,0.0,0.36,1000,0,0
2026-04-03T14:10:00Z,guido.van-rossum,Copilot,Copilot Premium Request,Code Review,acme-corp,infra-terraform,Engineering,26.0,0.04,1.04,0.0,1.04,1000,0,0
